id,url,skills,input_url,warning,warning_code,error
kevin-benedict-6bb48179,https://www.linkedin.com/in/kevin-benedict-6bb48179,"[""Oracle Database 12c: Advanced SQL"",""Learning Oracle Database 12c"",""Oracle Cloud Data Management Foundations Workshop""]",https://www.linkedin.com/in/kevin-benedict-6bb48179,,,
sidian-jessie-liu-34695485,https://www.linkedin.com/in/sidian-jessie-liu-34695485,"[""LinkedIn Learning Highlights: Data Science and Analytics"",""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Supervised Learning Essential Training""]",https://www.linkedin.com/in/sidian-jessie-liu-34695485,,,
ahmed-garba-2bb50a82,https://www.linkedin.com/in/ahmed-garba-2bb50a82,"[""SQL Server Integration Services"",""Implementing a Data Warehouse SQL Server 2019"",""Power BI Data Modeling with DAX""]",https://www.linkedin.com/in/ahmed-garba-2bb50a82,,,
seanridge,https://www.linkedin.com/in/seanridge,"[""Statistical Analysis with Wolfram Language"",""Text Analytics and Predictions with Python Essential Training"",""Machine Learning and AI Foundations: Recommendations""]",https://www.linkedin.com/in/seanridge,,,
dpang23,https://www.linkedin.com/in/dpang23,[],https://www.linkedin.com/in/dpang23,,,
michaelene-johnson-mba-72975417,https://www.linkedin.com/in/michaelene-johnson-mba-72975417,"[""Transition from Data Science to Data Engineering"",""SQL Server Integration Services"",""Power BI Top Skills""]",https://www.linkedin.com/in/michaelene-johnson-mba-72975417,,,
ron-harshfield-9043ba8,https://www.linkedin.com/in/ron-harshfield-9043ba8,"[""SAS Essential Training: 1 Descriptive Analysis for Healthcare Research"",""Lead Generation: Multichannel PPC Strategy"",""Marketing Automation: How to Build a Successful Campaign""]",https://www.linkedin.com/in/ron-harshfield-9043ba8,,,
anitha-k-swaroopa-965067210,https://www.linkedin.com/in/anitha-k-swaroopa-965067210,"[""Planning a Microsoft Azure Solution"",""Azure Spark Databricks Essential Training"",""Implementing a Data Warehouse SQL Server 2019""]",https://www.linkedin.com/in/anitha-k-swaroopa-965067210,,,
seshasai-s-a9044b220,https://www.linkedin.com/in/seshasai-s-a9044b220,"[""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Hands-On Data Science: 1 Analyzing Employee Data with SQL"",""Hadoop for Data Science Tips, Tricks, & Techniques""]",https://www.linkedin.com/in/seshasai-s-a9044b220,,,
nathan-k-74a8a391,https://www.linkedin.com/in/nathan-k-74a8a391,"[""Predictive Customer Analytics"",""Python vs. JavaScript for Development"",""Business Analysis: Essential Tools and Techniques""]",https://www.linkedin.com/in/nathan-k-74a8a391,,,
huiying-lu-173b401a5,https://www.linkedin.com/in/huiying-lu-173b401a5/en,[],https://www.linkedin.com/in/huiying-lu-173b401a5,,,
lakshmi-sanjana-k-79210814b,https://www.linkedin.com/in/lk01,"[""AI Projects with Python, TensorFlow, and NLTK"",""Introduction to AWS DeepLens"",""AWS Machine Learning: Building an Expense Tracker Using Amazon Textract""]",https://www.linkedin.com/in/lakshmi-sanjana-k-79210814b,,,
zane-petras-59819a122,https://www.linkedin.com/in/zapetras,"[""Machine Learning and AI Foundations: Clustering and Association"",""AI and Data Science for SQL Developers: From Beginner to Advanced"",""Python for Data Engineering: from Beginner to Advanced""]",https://www.linkedin.com/in/zane-petras-59819a122,,,
vatipham,https://mn.linkedin.com/in/maipham279,"[""Learning H20.ai"",""AI Workshop: Build a Neural Network with PyTorch Lightning"",""TensorFlow 2.0: Working with Images""]",https://www.linkedin.com/in/vatipham,,,
michael-fonseca-b693922,https://www.linkedin.com/in/michael-fonseca-b693922,"[""Certified Information Security Manager (CISM) Cert Prep (2022): 2 Information Security Risk Management"",""IT Service Desk: Service Management"",""Leading in Government""]",https://www.linkedin.com/in/michael-fonseca-b693922?_l=en_us,,,
etldba,https://www.linkedin.com/in/etldba,"[""Microsoft Azure Synapse for Developers: Scaling Configuration"",""Introduction to Data Warehouses"",""Implementing a Data Warehouse with SQL Server 2022""]",https://www.linkedin.com/in/etldba,,,
james-belmonte-6a6162133,https://www.linkedin.com/in/james-belmonte-6a6162133,"[""AutoML: Build Production-Ready Models Quickly!"",""AI and Data Science for SQL Developers: From Beginner to Advanced"",""Supervised Learning Essential Training""]",https://www.linkedin.com/in/james-belmonte-6a6162133,,,
venkata999,https://www.linkedin.com/in/venkata999,"[""Oracle Database 19c: Multitenant Architecture"",""Oracle Cloud Data Management Foundations Workshop"",""Oracle Base Database Services Professional Workshop""]",https://www.linkedin.com/in/venkata999,,,
michael-brule-bb626716,https://www.linkedin.com/in/michael-brule-bb626716,"[""Automating SQL Server with dbatools"",""Azure Database Administrator Associate (DP-300) Cert Prep: 3 High Availability and Disaster Recovery in Azure Data Services"",""Implementing a Data Warehouse SQL Server 2019""]",https://www.linkedin.com/in/michael-brule-bb626716,,,
yanjie-wang-9b666688,https://www.linkedin.com/in/yanjie-wang,"[""Text Analytics and Predictions with R Essential Training"",""Machine Learning with Logistic Regression in Excel, R, and Power BI"",""Machine Learning with Python: Association Rules""]",https://www.linkedin.com/in/yanjie-wang-9b666688,,,
tony-liberato-a084985,https://www.linkedin.com/in/tony-liberato-a084985,[],https://www.linkedin.com/in/tony-liberato-a084985,,,
edward-chavan,https://www.linkedin.com/in/edward-chavan,[],https://www.linkedin.com/in/edward-chavan,,,
echatt,https://www.linkedin.com/in/echatt,"[""Introduction to SuccessFactors Foundation Module"",""SAP Accounts Payable Boot Camp"",""Learning SAP Fiori: End User""]",https://www.linkedin.com/in/echatt,,,
brittany-pugh-960a16235,https://www.linkedin.com/in/brittany-pugh-960a16235,"[""Building Recommender Systems with Machine Learning and AI"",""TensorFlow 2.0: Working with Images"",""Computer Vision on the Raspberry Pi 4""]",https://www.linkedin.com/in/brittany-pugh-960a16235,,,
mehar-chaturvedi-917360132,https://www.linkedin.com/in/mehar-chaturvedi,"[""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""LinkedIn Learning Highlights: Data Science and Analytics"",""AI and Data Science for SQL Developers: From Beginner to Advanced""]",https://www.linkedin.com/in/mehar-chaturvedi-917360132,,,
siva-posani-031600196,https://www.linkedin.com/in/siva-posani-031600196,[],https://www.linkedin.com/in/siva-posani-031600196,,,
srinivasrudraraju,https://www.linkedin.com/in/srinivasrudraraju,"[""Supervised Learning Essential Training"",""Machine Learning and AI Foundations: Clustering and Association"",""AI and Data Science for SQL Developers: From Beginner to Advanced""]",https://www.linkedin.com/in/srinivasrudraraju,,,
aarushiverma,https://www.linkedin.com/in/aarushiverma,"[""SPSS Statistics Essential Training (2019)"",""More Python Tips, Tricks, and Techniques for Data Science"",""Machine Learning with Logistic Regression in Excel, R, and Power BI""]",https://www.linkedin.com/in/aarushiverma,,,
mogab,https://www.linkedin.com/in/mogab,"[""AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 3 Modeling"",""Wavelet Analysis: Concepts with Wolfram Language"",""Built-in Machine Learning in the Wolfram Language""]",https://www.linkedin.com/in/mogab,,,
hrithik-c-reddy-alugubelly-005a6a15a,https://www.linkedin.com/in/hrithik-c-reddy-alugubelly-005a6a15a,"[""Python Practice: Real-World Coding Challenges"",""Python Data Structures: Stacks, Deques, and Queues"",""Microsoft Dynamics 365 Sales Essential Training""]",https://www.linkedin.com/in/hrithik-c-reddy-alugubelly-005a6a15a,,,
paul-terrell-perica,https://www.linkedin.com/in/paul-terrell-perica,"[""LinkedIn Learning Highlights: Data Science and Analytics"",""Python in Excel"",""NumPy Essential Training: 1 Foundations of NumPy""]",https://www.linkedin.com/in/paul-terrell-perica,,,
rupeshsunkara,https://www.linkedin.com/in/rupeshsunkara,"[""Oracle Database 19c: Multitenant Architecture"",""Oracle Database 19c: Basic SQL"",""Oracle Autonomous Database Administration Workshop""]",https://www.linkedin.com/in/rupeshsunkara,,,
jaylin-cooke-williams,https://www.linkedin.com/in/jaylin-cooke-williams,"[""Leveraging ChatGPT for Smarter Cybersecurity"",""Threat Hunting Essential Training"",""Kali Purple Essential Training""]",https://www.linkedin.com/in/jaylin-cooke-williams,,,
heathercermak,https://www.linkedin.com/in/heathercermak,"[""Implementing a Data Warehouse with SQL Server 2022"",""Excel Business Intelligence: Power Pivot and DAX"",""Azure Data Fundamentals (DP-900) Cert Prep: 4 Analytics Workloads on Azure""]",https://www.linkedin.com/in/heathercermak,,,
marisa-hilton-751b5912,https://www.linkedin.com/in/marisa-hilton-751b5912,"[""Event Planning Foundations"",""Recruiting Veterans"",""Excel for Business Analysts""]",https://www.linkedin.com/in/marisa-hilton-751b5912,,,
luke-haggerty-1a926a166,https://www.linkedin.com/in/luke-haggerty-1a926a166,"[""Creating Interactive Presentations with Shiny and R"",""Data Wrangling in R"",""Power BI: Integrating AI and Machine Learning""]",https://www.linkedin.com/in/luke-haggerty-1a926a166,,,
harish-srinivasan-975316245,https://www.linkedin.com/in/harishcsrinivasan,"[""Machine Learning Foundations: Linear Algebra"",""NumPy Essential Training: 2 MatPlotlib and Linear Algebra Capabilities"",""AI and Data Science for SQL Developers: From Beginner to Advanced""]",https://www.linkedin.com/in/harish-srinivasan-975316245,,,
daniel-fokuo-710b6a61,https://www.linkedin.com/in/daniel-fokuo-710b6a61,"[""Learning SnowflakeDB"",""Hiring a Chief Data Officer"",""Microsoft Azure Synapse for Developers: Scaling Configuration""]",https://www.linkedin.com/in/daniel-fokuo-710b6a61,,,
scott-altman-96477521,https://www.linkedin.com/in/scott-a-altman,"[""Python in Excel"",""Time Series Modeling in Excel, R, and Power BI"",""Complete Your First Project in R""]",https://www.linkedin.com/in/scott-altman-96477521,,,
gantabya-kadel-0562301b6,https://www.linkedin.com/in/gantabya-kadel-0562301b6,"[""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Hands-On Data Science: 3 Sales Analysis in Python"",""Apache PySpark by Example""]",https://www.linkedin.com/in/gantabya-kadel-0562301b6,,,
kathy-sisco-b4240529,https://www.linkedin.com/in/kathy-sisco-b4240529,"[""Oracle Database 19c: Basic SQL"",""SQL Server 2022 Administration"",""Level Up: Advanced SQL""]",https://www.linkedin.com/in/kathy-sisco-b4240529,,,
cynthia-zhang-18368799,https://www.linkedin.com/in/cynthia-zhang-18368799,[],https://www.linkedin.com/in/cynthia-zhang-18368799,,,
teegan-lutze-3540321b8,https://www.linkedin.com/in/teegan-lutze-3540321b8,"[""Introducing Functional Programming in C++"",""Python: Programming Efficiently"",""Elixir 101: Essential Functional Programming Techniques""]",https://www.linkedin.com/in/teegan-lutze-3540321b8,,,
harvelette-dellihue-16081a29,https://www.linkedin.com/in/harvelette-dellihue-16081a29,"[""Excel 2016 Essential Training"",""SAP Business One: Sales and Customer Service"",""PHP: Exporting Data to Files""]",https://www.linkedin.com/in/harvelette-dellihue-16081a29,,,
paige-gulley-a26b6198,https://www.linkedin.com/in/paige-gulley-a26b6198,"[""Learning webpack 4"",""Cisco DevNet Associate (200-901) Cert Prep 1: Software Development and Design"",""Web Components and Modularization: Practical Approaches""]",https://www.linkedin.com/in/paige-gulley-a26b6198,,,
wendyhalverstadt,https://www.linkedin.com/in/wendyhalverstadt,"[""Writing Email"",""Customer Service for Any Sector: Tips from a Hospitality Expert"",""Writing Emails for Non-Native English Speakers""]",https://www.linkedin.com/in/wendyhalverstadt,,,
tetyana-yatsenko-977848132,https://www.linkedin.com/in/tetyana-yatsenko,"[""Machine Learning and AI Foundations: Clustering and Association"",""AI and Data Science for SQL Developers: From Beginner to Advanced"",""Machine Learning with Scikit-Learn""]",https://www.linkedin.com/in/tetyana-yatsenko-977848132,,,
praveensamuelj,https://www.linkedin.com/in/praveensamuelj,"[""NLP with Python for Machine Learning Essential Training"",""Azure AI Fundamentals (AI-900) Cert Prep: 4 Natural Language Processing (NLP) Workloads on Azure"",""TensorFlow: Working with NLP""]",https://www.linkedin.com/in/praveensamuelj,,,
amelia-earhart-787a8013,https://www.linkedin.com/in/aaearhart,"[""Agile Project Management with Jira Cloud: 1 Projects, Boards, and Issues"",""Agile Challenges Weekly Tips"",""Agile Project Management with Microsoft Project""]",https://www.linkedin.com/in/amelia-earhart-787a8013,,,
phil-dupont-80328016,https://www.linkedin.com/in/phil-dupont-80328016,[],https://www.linkedin.com/in/phil-dupont-80328016,,,
westonwilkinson,https://www.linkedin.com/in/westonwilkinson,"[""Learning PlanGrid: Digital Construction Drawings"",""Bluebeam: Manage Safety Submittals"",""PlanGrid: Managing Construction Activities""]",https://www.linkedin.com/in/westonwilkinson,,,
tbedwards,https://www.linkedin.com/in/tbedwards,"[""VMware vSphere 6.5 Essential Training Part 2"",""Azure Database Administrator Associate (DP-300) Cert Prep: 3 High Availability and Disaster Recovery in Azure Data Services"",""VMware vSphere 7 Professional: 01 Networking""]",https://www.linkedin.com/in/tbedwards,,,
geanie-hixon-621ab69,https://www.linkedin.com/in/geanie-hixon-621ab69,[],https://www.linkedin.com/in/geanie-hixon-621ab69,,,
saisamrit-surbehera,https://www.linkedin.com/in/saisamrit-surbehera,[],https://www.linkedin.com/in/saisamrit-surbehera,,,
aleksandra-deis-0912,https://www.linkedin.com/in/aleksandra-deis-0912/en,"[""Supervised Learning Essential Training"",""Machine Learning with Scikit-Learn"",""Deep Learning: Getting Started""]",https://www.linkedin.com/in/aleksandra-deis-0912,,,
aman-kumar-61975a1b1,https://www.linkedin.com/in/amank2000,"[""Natural Language Processing with PyTorch"",""Hands-On AI: Build a Generative Language Model from Scratch"",""Introduction to Artificial Intelligence""]",https://www.linkedin.com/in/aman-kumar-61975a1b1,,,
gyhou,https://www.linkedin.com/in/gyhou,[],https://www.linkedin.com/in/gyhou?_l=en_us,,,
cheryl-butler-abab306,https://www.linkedin.com/in/cherylbutler2020,"[""GitHub Issues and Projects for Teams"",""Power BI Data Analyst (PL-300) Associate Cert Prep: Manage Workspaces on Power BI"",""API Test Automation with SoapUI""]",https://www.linkedin.com/in/cheryl-butler-abab306,,,
hanish-kodali-76555419,https://www.linkedin.com/in/hanish-kodali-76555419,"[""SAS Essential Training: 2 Regression Analysis for Healthcare Research"",""Time Series Modeling in Excel, R, and Power BI"",""The Data Science of Healthcare, Medicine, and Public Health""]",https://www.linkedin.com/in/hanish-kodali-76555419,,,
kristen-fulwider,https://www.linkedin.com/in/kristen-fulwider,"[""Managing Conversions Between Adobe CC and Microsoft Office"",""Digital Accessibility for the Modern Workplace (with Audio Descriptions)"",""Growth Marketing Foundations""]",https://www.linkedin.com/in/kristen-fulwider,,,
imanilindsey,https://www.linkedin.com/in/imanilindsey,"[""Conversations in Video Editing"",""Creating Presets, LUTs, and Profiles for Video Pros"",""Video Post Production Weekly""]",https://www.linkedin.com/in/imanilindsey,,,
arjun-kramadhati-gopi-238a2475,https://www.linkedin.com/in/arjunkramadhati,"[""Full-Stack Deep Learning with Python"",""Building Recommender Systems with Machine Learning and AI"",""Deep Learning: Model Optimization and Tuning""]",https://www.linkedin.com/in/arjun-kramadhati-gopi-238a2475,,,
ravi-narra-4b0096217,https://in.linkedin.com/in/ravi-narra-4b0096217,"[""Hands-On Data Science: 4 Services Analysis in Spark"",""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Data Engineering Foundations""]",https://www.linkedin.com/in/ravi-narra-4b0096217,,,
michelecolemanphd,https://www.linkedin.com/in/michelecolemanphd,"[""Data Engineering Foundations"",""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Hadoop for Data Science Tips, Tricks, & Techniques""]",https://www.linkedin.com/in/michelecolemanphd,,,
ollypetconn,https://www.linkedin.com/in/ollypetconn,"[""11 Useful Tips for Regression Analysis"",""Power BI Dataflows Essential Training"",""Time Series Modeling in Excel, R, and Power BI""]",https://www.linkedin.com/in/ollypetconn,,,
ruihuang-cmu,https://www.linkedin.com/in/ruihuang-cmu,"[""Agile Product Owner Role: Foundations"",""Machine Learning with Logistic Regression in Excel, R, and Power BI"",""Product Management: Building a Product Roadmap""]",https://www.linkedin.com/in/ruihuang-cmu,,,
ashutayal,https://www.linkedin.com/in/ashutayal,"[""Learning H20.ai"",""Text Analytics and Predictions with R Essential Training"",""Text Analytics and Predictions with Python Essential Training""]",https://www.linkedin.com/in/ashutayal,,,
jordeus,https://www.linkedin.com/in/jordeus,"[""SAS Essential Training: 1 Descriptive Analysis for Healthcare Research"",""Predictive Analytics Essential Training: Data Mining"",""Introduction to Business Analytics""]",https://www.linkedin.com/in/jordeus,,,
jahid-shaik-a2032422,https://www.linkedin.com/in/jahidshaik,"[""Cloud Hadoop: Scaling Apache Spark"",""Hands-On Data Science: 1 Analyzing Employee Data with SQL"",""Learning Hadoop""]",https://www.linkedin.com/in/jahid-shaik-a2032422,,,
erin-fraser-042079149,https://www.linkedin.com/in/erin-fraser-042079149,"[""Windows 11 for IT Support: Advanced Troubleshooting"",""Cisco CCNA (200-301) Cert Prep: 3 Security, Automation, and Programmability"",""Windows Server 2016: Active Directory Certificate Services""]",https://www.linkedin.com/in/erin-fraser-042079149,,,
paul-nadeau-468775aa,https://www.linkedin.com/in/paul-nadeau-468775aa,"[""Become a Marketing Entrepreneur"",""Creating a Short Film: 05 Directing"",""Tableau 10 for Data Scientists""]",https://www.linkedin.com/in/paul-nadeau-468775aa,,,
aiyizhang,https://www.linkedin.com/in/aiyizhang,"[""Advanced and Specialized Statistics with Stata"",""Data Visualization in R with ggplot2"",""R for Data Science: Analysis and Visualization""]",https://www.linkedin.com/in/Aiyizhang?_l=en_us,,,
kevin-ricords-a759178,https://www.linkedin.com/in/kevin-ricords-a759178,[],https://www.linkedin.com/in/kevin-ricords-a759178,,,
manan-shah-0ab42ab6,https://www.linkedin.com/in/manan-shah-0ab42ab6,"[""Implementing a Data Warehouse SQL Server 2019"",""SQL Server Integration Services"",""Microsoft SQL Server 2016: Query Data""]",https://www.linkedin.com/in/manan-shah-0ab42ab6,,,
adebiyi-oluseun-adeyemi-13a775b2,https://www.linkedin.com/in/adebiyi-oluseun-adeyemi-13a775b2,"[""Automating SQL Server with dbatools"",""Top Five Things to Know in Advanced SQL"",""Introduction to SQL Using Google BigQuery""]",https://www.linkedin.com/in/adebiyi-oluseun-adeyemi-13a775b2,,,
divya-joshi-66853a166,https://www.linkedin.com/in/divya-joshi-66853a166,"[""Excel: Introduction to Formulas and Functions"",""Securing Cloud Functions on Google Cloud"",""Learning Google Cloud Run""]",https://www.linkedin.com/in/divya-joshi-66853a166,,,
andrea-lanzoni-82a5a83,https://www.linkedin.com/in/andrea-lanzoni-82a5a83,"[""Leadership Principles for Emerging Leaders with Bill George"",""Data Analytics for Students"",""Securing Software as a Service (SaaS)""]",https://www.linkedin.com/in/andrea-lanzoni-82a5a83,,,
alitan,https://www.linkedin.com/in/alitan,"[""Azure Quick Tips for Developers"",""WordPress: Custom Post Types and Taxonomies"",""Outlook Quick Tips""]",https://www.linkedin.com/in/alitan,,,
kiran-ambati-b37006112,https://www.linkedin.com/in/kiran-ambati-b37006112,"[""Oracle Autonomous Database Administration Workshop"",""Web Security: Same-Origin Policies"",""Learning JDBC""]",https://www.linkedin.com/in/kiran-ambati-b37006112,,,
james-wesley-wilson,https://www.linkedin.com/in/james-wesley-wilson,"[""AI and Data Science for SQL Developers: From Beginner to Advanced"",""Machine Learning with Scikit-Learn"",""Python for Data Engineering: from Beginner to Advanced""]",https://www.linkedin.com/in/james-wesley-wilson,,,
brianlundeen,https://www.linkedin.com/in/brianlundeen,[],https://www.linkedin.com/in/brianlundeen,,,
sheetalbagga,https://www.linkedin.com/in/sheetalbagga,"[""Transition from Data Science to Data Engineering"",""Implementing a Data Warehouse SQL Server 2019"",""Introduction to Business Analytics""]",https://www.linkedin.com/in/sheetalbagga,,,
jessy-fregoe-abb052105,https://www.linkedin.com/in/jessy-fregoe,"[""Web Components and Modularization: Practical Approaches"",""Learning Relational Databases"",""Practice It: PHP Classes and Objects""]",https://www.linkedin.com/in/jessy-fregoe-abb052105,,,
yu-fang-146b6a196,https://www.linkedin.com/in/yu-fang-146b6a196,"[""Choose the Right Tool for Your Data: Python, R, or SQL"",""Building Computer Vision Applications with Python"",""Learning TensorFlow with JavaScript""]",https://www.linkedin.com/in/yu-fang-146b6a196,,,
ramakrishnan-venkateswararaja-5036ab5,https://www.linkedin.com/in/ramakrishnan-venkateswararaja-5036ab5,"[""Oracle Base Database Services Professional Workshop"",""Designing Database Solutions for SQL Server 2016"",""Introduction to Transact-SQL""]",https://www.linkedin.com/in/ramakrishnan-venkateswararaja-5036ab5,,,
kellie-jarrett-76723776,https://www.linkedin.com/in/kellie-jarrett,"[""Excel: Lookup Functions in Depth"",""Simplifying Business Processes"",""Excel Essential Training (Microsoft 365)""]",https://www.linkedin.com/in/kellie-jarrett-76723776,,,
timothy-lim-b15bab247,https://www.linkedin.com/in/timothy-lim-b15bab247,"[""B2B Foundations: Content Marketing"",""Building a Winning Enterprise Marketing Strategy"",""SEO: Optimize Your Social Media Profiles""]",https://www.linkedin.com/in/timothy-lim-b15bab247,,,
yuru-guo-163292222,https://www.linkedin.com/in/yuru-guo-163292222,"[""LinkedIn Learning Highlights: Data Science and Analytics"",""Power BI: Working Together with ChatGPT"",""Complete Guide to Power BI for Data Analysts by Microsoft Press""]",https://www.linkedin.com/in/yuru-guo-163292222,,,
angie-kennedy-47151210,https://www.linkedin.com/in/angie-kennedy-47151210,[],https://www.linkedin.com/in/angie-kennedy-47151210,,,
babeln,https://www.linkedin.com/in/babeln,[],https://www.linkedin.com/in/babeln,,,
arsalan-omer-82827539,https://www.linkedin.com/in/arsalan-omer-82827539,"[""Windows 11: Administration"",""PowerShell: Scripting for Advanced Automation"",""Contact Center Leadership""]",https://www.linkedin.com/in/arsalan-omer-82827539,,,
petehsu,https://www.linkedin.com/in/petehsu,"[""SAS® 9.4 Cert Prep: Part 13 Processing Repetitive Code"",""SAS® 9.4 Cert Prep: Part 03 Exploring and Validating Data"",""SAS® 9.4 Cert Prep: Part 01 SAS Programming Essentials""]",https://www.linkedin.com/in/petehsu,,,
albert-f-lee,https://www.linkedin.com/in/albert-f-lee,"[""Machine Learning and AI Foundations: Clustering and Association"",""Data Science Foundations: Data Mining in R"",""Text Analytics and Predictions with Python Essential Training""]",https://www.linkedin.com/in/albert-f-lee,,,
kelly-fahey-799a42,https://www.linkedin.com/in/kelly-fahey,"[""Introduction to Analytics Engineering"",""Implementing a Data Warehouse with SQL Server 2022"",""Azure Solutions Architect Expert (AZ-305) Cert Prep: Design Data Storage Solutions""]",https://www.linkedin.com/in/kelly-fahey-799a42,,,
eric-wohlstadter-b6a97a1,https://www.linkedin.com/in/eric-wohlstadter-b6a97a1,[],https://www.linkedin.com/in/eric-wohlstadter-b6a97a1,,,
chithra-menon-2b537576,https://www.linkedin.com/in/chithra-menon-2b537576,"[""Transition from Data Science to Data Engineering"",""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Scala Essential Training for Data Science""]",https://www.linkedin.com/in/chithra-menon-2b537576,,,
karthikpras,https://www.linkedin.com/in/karthikpras,"[""Data Science Foundations: Data Assessment for Predictive Modeling"",""Machine Learning and AI Foundations: Classification Modeling"",""Supervised Learning Essential Training""]",https://www.linkedin.com/in/karthikpras,,,
aaron-maas-27853a86,https://www.linkedin.com/in/aaron-maas-27853a86,"[""SQL Essential Training"",""Microsoft 365 for Administrators: Supporting Users"",""Access 2019 Essential Training""]",https://www.linkedin.com/in/aaron-maas-27853a86,,,
naveen75039,https://www.linkedin.com/in/naveen75039,"[""Oracle Cloud Data Management Foundations Workshop"",""Oracle Database 12c: Advanced SQL"",""Oracle Autonomous Database Administration Workshop""]",https://www.linkedin.com/in/naveen75039,,,
venkat-k-665ba2169,https://www.linkedin.com/in/venkat-k-665ba2169,[],https://www.linkedin.com/in/venkat-k-665ba2169,,,
charay-jones-35278a3a,https://www.linkedin.com/in/charay-jones-35278a3a,[],https://www.linkedin.com/in/charay-jones-35278a3a,,,
sanjanvijayakumar,https://www.linkedin.com/in/sanjanvijayakumar,"[""Python for Data Engineering: from Beginner to Advanced"",""Supervised Learning Essential Training"",""Data Science Foundations: Python Scientific Stack""]",https://www.linkedin.com/in/sanjanvijayakumar,,,
xueyingwen,https://www.linkedin.com/in/xueyingwen,"[""Vanilla JavaScript: Mobile Game Programming"",""Cert Prep: Unity Certified Associate Game Developer Scripting with C#"",""Careers in the Game Industry""]",https://www.linkedin.com/in/xueyingwen,,,
jennifer-corrigan-9650b695,https://www.linkedin.com/in/jennifer-corrigan-9650b695,"[""CISO Foundations: Influencing the Board and C-Suite"",""Project Management: Preventing Scope Creep"",""Excel: Data Validation in Depth""]",https://www.linkedin.com/in/jennifer-corrigan-9650b695,,,
mason-turner-572185133,https://www.linkedin.com/in/mason-turner-572185133,"[""Text Analytics and Predictions with Python Essential Training"",""Python for Data Visualization"",""NLP with Tidytext R""]",https://www.linkedin.com/in/mason-turner-572185133,,,
amitsinghg,https://www.linkedin.com/in/amitsinghg,"[""Power BI Top Skills"",""Introduction to Analytics Engineering"",""Introduction to Transact-SQL""]",https://www.linkedin.com/in/amitsinghg,,,
parita-shah9,https://www.linkedin.com/in/parita-shah9,[],https://www.linkedin.com/in/parita-shah9,,,
jinyi-zhou1,https://www.linkedin.com/in/jinyi-zhou1,"[""R Essential Training Part 2: Modeling Data"",""Statistical Analysis with Wolfram Language"",""R for Excel Users""]",https://www.linkedin.com/in/jinyi-zhou1,,,
man-singh-668a8358,https://www.linkedin.com/in/man-singh-668a8358,"[""SAS® 9.4 Cert Prep: Part 07 Using SQL in SAS"",""SAS® 9.4 Cert Prep: Part 12 Combining Tables"",""Tableau and R for Analytics Projects""]",https://www.linkedin.com/in/man-singh-668a8358,,,
vineeth-madasu-143662183,https://www.linkedin.com/in/vineeth-madasu-143662183,"[""Data Engineering Pipeline Management with Apache Airflow"",""Hands-On Introduction: Data Engineering"",""Apache Airflow Essential Training""]",https://www.linkedin.com/in/vineeth-madasu-143662183,,,
morgan-mendis-82250553,https://www.linkedin.com/in/morgan-mendis-82250553,"[""Advanced and Specialized Statistics with Stata"",""Regression Analysis Fundamentals"",""AI and Data Science for SQL Developers: From Beginner to Advanced""]",https://www.linkedin.com/in/morgan-mendis-82250553,,,
bindu-motaparthi-004a0015,https://www.linkedin.com/in/bindu-motaparthi-004a0015,[],https://www.linkedin.com/in/bindu-motaparthi-004a0015,,,
daniela-ruiz-126a56153,https://www.linkedin.com/in/daniela-ruiz-126a56153,"[""Hands-On Data Science: 3 Sales Analysis in Python"",""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Apache Spark Deep Learning Essential Training""]",https://www.linkedin.com/in/daniela-ruiz-126a56153,,,
steven-song-91248a211,https://www.linkedin.com/in/steven-song-91248a211,"[""Data Science Foundations: Data Assessment for Predictive Modeling"",""Business Analytics: Sales Data"",""Time Series Modeling in Excel, R, and Power BI""]",https://www.linkedin.com/in/steven-song-91248a211,,,
brandon-piekarski-bb70a24a,https://www.linkedin.com/in/brandon-piekarski-bb70a24a,"[""Learning Power BI Desktop"",""Data Analytics for Students"",""Learning Data Science: Manage Your Team""]",https://www.linkedin.com/in/brandon-piekarski-bb70a24a,,,
lavanya-ala-71ba47a4,https://www.linkedin.com/in/lavanya-ala-71ba47a4,"[""ETL and ELT in PostgreSQL"",""Power BI Data Methods"",""Hands-On Introduction: Data Engineering""]",https://www.linkedin.com/in/lavanya-ala-71ba47a4,,,
rohit-s-a28578a,https://www.linkedin.com/in/rohit-s-a28578a,"[""Top 10 Skills for BI Developers"",""Introduction to Analytics Engineering"",""Power BI Dataflows Essential Training""]",https://www.linkedin.com/in/rohit-s-a28578a,,,
ari-nuncio-8116a121,https://www.linkedin.com/in/ari-nuncio-8116a121,"[""Introducing Visual Studio"",""Onboard New Customers for Loyalty, Engagement, and Expansion"",""SQL Server 2022 Administration""]",https://www.linkedin.com/in/ari-nuncio-8116a121,,,
